species,phyloname.x,Order.x,Family.x,Bodymass,Age_at_first_breeding,Max_longevity,Name_update.helps.later.,Traded,Cites_name,Listing,Trade_since_2000,Trade_since_2015
Dendrocincla homochroa,Dendrocincla homochroa,PASSERIFORMES,Furnariidae,39.43,1.384839004,10.4116358,Dendrocincla homochroa,0,Dendrocincla homochroa,Not Listed,0,0
Dendrocincla merula,Dendrocincla merula,PASSERIFORMES,Furnariidae,49.99,1.263766293,10.52437676,Dendrocincla merula,0,Dendrocincla merula,Not Listed,0,0
Dendrocincla tyrannina,Dendrocincla tyrannina,PASSERIFORMES,Furnariidae,54.9,1.340637586,10.68721663,Dendrocincla tyrannina,0,Dendrocincla tyrannina,Not Listed,0,0
Dendrocitta bayleyi,Dendrocitta bayleyi,PASSERIFORMES,Corvidae,101.96,1.575961344,12.10784025,Dendrocitta bayleii,0,Dendrocitta bayleyi,Not Listed,0,0
Dendrocitta formosae,Dendrocitta formosae,PASSERIFORMES,Corvidae,102.74,1.518384488,12.41569944,Dendrocitta formosae,1,Dendrocitta formosae,Not Listed,0,0
Dendrocitta frontalis,Dendrocitta frontalis,PASSERIFORMES,Corvidae,100.92,1.513048201,12.41752883,Dendrocitta frontalis,0,Dendrocitta frontalis,Not Listed,0,0
Dendrocitta leucogastra,Dendrocitta leucogastra,PASSERIFORMES,Corvidae,99.2,1.507933611,11.73922108,Dendrocitta leucogastra,1,Dendrocitta leucogastra,Not Listed,0,0
Dendrocitta vagabunda,Dendrocitta vagabunda,PASSERIFORMES,Corvidae,100,1.397776889,11.54136601,Dendrocitta vagabunda,1,Dendrocitta vagabunda,Not Listed,0,0
Dendrocolaptes certhia,Dendrocolaptes certhia,PASSERIFORMES,Furnariidae,68.7,1.735175693,11.04885872,Dendrocolaptes certhia,0,Dendrocolaptes certhia,Not Listed,0,0
Dendrocolaptes hoffmannsi,Dendrocolaptes hoffmannsi,PASSERIFORMES,Furnariidae,83,1.451827098,8.197981918,Dendrocolaptes hoffmannsi,0,Dendrocolaptes hoffmannsi,Not Listed,0,0
Dendrocolaptes picumnus,Dendrocolaptes picumnus,PASSERIFORMES,Furnariidae,76.6,1.640678365,10.70886802,Dendrocolaptes picumnus,0,Dendrocolaptes picumnus,Not Listed,0,0
Dendrocolaptes platyrostris,Dendrocolaptes platyrostris,PASSERIFORMES,Furnariidae,61.7,1.371157531,7.925470549,Dendrocolaptes platyrostris,0,Dendrocolaptes platyrostris,Not Listed,0,0
Dendrocopos assimilis,Dendrocopos assimilis,PICIFORMES,Picidae,51.84,1.206640131,10.68481314,Dendrocopos assimilis,0,Dendrocopos assimilis,Not Listed,0,0
Dendrocopos atratus,Dendrocopos atratus,PICIFORMES,Picidae,46.73,1.09412944,9.648061773,Dendrocopos atratus,1,Dendrocopos atratus,Not Listed,0,0
Leiopicus auriceps,Dendrocopos auriceps,PICIFORMES,Picidae,39.92,1.094279169,8.544899923,Leiopicus auriceps,0,Leiopicus auriceps,Not Listed,0,0
Picoides canicapillus,Dendrocopos canicapillus,PICIFORMES,Picidae,25.76,1.009456553,6.129849416,Picoides canicapillus,0,Picoides canicapillus,Not Listed,0,0
Dendrocopos darjellensis,Dendrocopos darjellensis,PICIFORMES,Picidae,70.66,1.33317927,11.58011722,Dendrocopos darjellensis,0,Dendrocopos darjellensis,Not Listed,0,0
Dendropicos dorae,Dendrocopos dorae,PICIFORMES,Picidae,19.49,1.098020877,8.178439915,Dendropicos dorae,0,Dendropicos dorae,Not Listed,0,0
Dendrocopos himalayensis,Dendrocopos himalayensis,PICIFORMES,Picidae,67.74,1.223620642,11.1158362,Dendrocopos himalayensis,0,Dendrocopos himalayensis,Not Listed,0,0
Dendrocopos hyperythrus,Dendrocopos hyperythrus,PICIFORMES,Picidae,46.49,1.093020275,9.988489424,Dendrocopos hyperythrus,1,Dendrocopos hyperythrus,Not Listed,0,0
Picoides kizuki,Dendrocopos kizuki,PICIFORMES,Picidae,19.19,0.91639841,5.962875391,Picoides kizuki,0,Picoides kizuki,Not Listed,0,0
Dendrocopos leucopterus,Dendrocopos leucopterus,PICIFORMES,Picidae,67,1.129992745,10.93796651,Dendrocopos leucopterus,0,Dendrocopos leucopterus,Not Listed,0,0
Picoides maculatus,Dendrocopos maculatus,PICIFORMES,Picidae,24.5,1.147527804,6.391599428,Picoides maculatus,0,Picoides maculatus,Not Listed,0,0
Leiopicus mahrattensis,Dendrocopos mahrattensis,PICIFORMES,Picidae,34.3,1.147571015,8.492019383,Leiopicus mahrattensis,1,Leiopicus mahrattensis,Not Listed,0,0
Dendrocopos major,Dendrocopos major,PICIFORMES,Picidae,74.94,1.048850986,12.67,Dendrocopos major,1,Dendrocopos major,Not Listed,0,0
Leiopicus medius,Dendrocopos medius,PICIFORMES,Picidae,59,1.052204689,9.109923082,Leiopicus medius,1,Leiopicus medius,Not Listed,0,0
Dryobates minor,Dendrocopos minor,PICIFORMES,Picidae,19.8,0.999452355,9.8,Dryobates minor,0,Dryobates minor,Not Listed,0,0
Picoides moluccensis,Dendrocopos moluccensis,PICIFORMES,Picidae,16.15,1.117441401,5.782082771,Picoides moluccensis,0,Picoides moluccensis,Not Listed,0,0
Picoides nanus,Dendrocopos nanus,PICIFORMES,Picidae,16.15,1.16155693,6.382028188,Picoides nanus,0,Picoides nanus,Not Listed,0,0
Dendrocopos noguchii,Dendrocopos noguchii,PICIFORMES,Picidae,200,1.768174538,14.91482696,Dendrocopos noguchii,0,Dendrocopos noguchii,Not Listed,0,0
Dendropicos obsoletus,Dendrocopos obsoletus,PICIFORMES,Picidae,21.4,1.276247483,8.540170054,Dendropicos obsoletus,0,Dendropicos obsoletus,Not Listed,0,0
Picoides ramsayi,Dendrocopos ramsayi,PICIFORMES,Picidae,24.5,1.147527804,6.290207345,Picoides ramsayi,0,Picoides ramsayi,Not Listed,0,0
Dendrocopos syriacus,Dendrocopos syriacus,PICIFORMES,Picidae,76.7,1.183441709,12.62977346,Dendrocopos syriacus,0,Dendrocopos syriacus,Not Listed,0,0
Picoides temminckii,Dendrocopos temminckii,PICIFORMES,Picidae,66.72,1.391989481,7.534647393,Picoides temminckii,0,Picoides temminckii,Not Listed,0,0
Dendrocygna arborea,Dendrocygna arborea,ANSERIFORMES,Anatidae,1150,1.578068067,16.44106735,Dendrocygna arborea,1,Dendrocygna arborea,Listed,1,1
Dendrocygna arcuata,Dendrocygna arcuata,ANSERIFORMES,Anatidae,796.18,1.306844751,13.76940465,Dendrocygna arcuata,1,Dendrocygna arcuata,Not Listed,0,0
Dendrocygna autumnalis,Dendrocygna autumnalis,ANSERIFORMES,Anatidae,755.3,1,10.58333333,Dendrocygna autumnalis,1,Dendrocygna autumnalis,Listed,1,1
Dendrocygna bicolor,Dendrocygna bicolor,ANSERIFORMES,Anatidae,756.37,1.13497537,11.5803364,Dendrocygna bicolor,1,Dendrocygna bicolor,Listed,1,1
Dendrocygna eytoni,Dendrocygna eytoni,ANSERIFORMES,Anatidae,789.99,1.2369105,13.26651141,Dendrocygna eytoni,1,Dendrocygna eytoni,Not Listed,0,0
Dendrocygna guttata,Dendrocygna guttata,ANSERIFORMES,Anatidae,800,1.212038235,10.92055902,Dendrocygna guttata,1,Dendrocygna guttata,Not Listed,0,0
Dendrocygna javanica,Dendrocygna javanica,ANSERIFORMES,Anatidae,519.61,1.298222352,13.64900178,Dendrocygna javanica,1,Dendrocygna javanica,Not Listed,0,0
Dendrocygna viduata,Dendrocygna viduata,ANSERIFORMES,Anatidae,689.99,1.352718596,13.12636628,Dendrocygna viduata,1,Dendrocygna viduata,Not Listed,1,0
Dendroica adelaidae,Dendroica adelaidae,PASSERIFORMES,Parulidae,6.94,1.069859873,10.58333333,Setophaga adelaidae,0,Dendroica adelaidae,Not Listed,0,0
Dendroica angelae,Dendroica angelae,PASSERIFORMES,Parulidae,7.7,1.135095596,7.664600588,Setophaga angelae,0,Dendroica angelae,Not Listed,0,0
Dendroica caerulescens,Dendroica caerulescens,PASSERIFORMES,Parulidae,10.14,1.026401946,9.683333333,Setophaga caerulescens,0,Dendroica caerulescens,Not Listed,0,0
Dendroica castanea,Dendroica castanea,PASSERIFORMES,Parulidae,11.8,1.017352501,8.307285945,Setophaga castanea,0,Dendroica castanea,Not Listed,0,0
Dendroica cerulea,Dendroica cerulea,PASSERIFORMES,Parulidae,9.04,1.003446774,7.738670359,Setophaga cerulea,0,Dendroica cerulea,Not Listed,0,0
Dendroica chrysoparia,Dendroica chrysoparia,PASSERIFORMES,Parulidae,9.9,1.021570556,11,Setophaga chrysoparia,0,Dendroica chrysoparia,Not Listed,0,0
Dendroica delicata,Dendroica delicata,PASSERIFORMES,Parulidae,7.4,1.083470466,7.28658489,Setophaga delicata,0,Dendroica delicata,Not Listed,0,0
Dendroica discolor,Dendroica discolor,PASSERIFORMES,Parulidae,7.64,1,10.3,Setophaga discolor,0,Dendroica discolor,Not Listed,0,0
Dendroica fusca,Dendroica fusca,PASSERIFORMES,Parulidae,9.74,1.018297118,8.2,Setophaga fusca,0,Dendroica fusca,Not Listed,0,0
Dendroica graciae,Dendroica graciae,PASSERIFORMES,Parulidae,8.1,1.061043804,7.649972546,Setophaga graciae,0,Dendroica graciae,Not Listed,0,0
Dendroica kirtlandii,Dendroica kirtlandii,PASSERIFORMES,Parulidae,13.94,1.051305094,9,Setophaga kirtlandii,0,Dendroica kirtlandii,Not Listed,0,0
Dendroica magnolia,Dendroica magnolia,PASSERIFORMES,Parulidae,8.14,1,8.916666667,Setophaga magnolia,0,Dendroica magnolia,Not Listed,0,0
Dendroica nigrescens,Dendroica nigrescens,PASSERIFORMES,Parulidae,8.7,0.995897963,7.669910022,Setophaga nigrescens,0,Dendroica nigrescens,Not Listed,0,0
Dendroica occidentalis,Dendroica occidentalis,PASSERIFORMES,Parulidae,10.4,1.031533412,9.1,Setophaga occidentalis,0,Dendroica occidentalis,Not Listed,0,0
Dendroica palmarum,Dendroica palmarum,PASSERIFORMES,Parulidae,10.3,1,8.120214936,Setophaga palmarum,0,Dendroica palmarum,Not Listed,0,0
Dendroica pensylvanica,Dendroica pensylvanica,PASSERIFORMES,Parulidae,9.29,1.008853205,7.986119138,Setophaga pensylvanica,0,Dendroica pensylvanica,Not Listed,0,0
Dendroica pharetra,Dendroica pharetra,PASSERIFORMES,Parulidae,9.9,1.10382405,7.629480927,Setophaga pharetra,0,Dendroica pharetra,Not Listed,0,0
Dendroica pinus,Dendroica pinus,PASSERIFORMES,Parulidae,11.79,1.057340024,8.085586173,Setophaga pinus,0,Dendroica pinus,Not Listed,0,0
Dendroica pityophila,Dendroica pityophila,PASSERIFORMES,Parulidae,8,1.14367362,7.869469339,Setophaga pityophila,0,Dendroica pityophila,Not Listed,0,0
Dendroica plumbea,Dendroica plumbea,PASSERIFORMES,Parulidae,10.1,1.151931271,7.799022948,Setophaga plumbea,0,Dendroica plumbea,Not Listed,0,0
Dendroica striata,Dendroica striata,PASSERIFORMES,Parulidae,11.84,1.018030882,8.516145471,Setophaga striata,0,Dendroica striata,Not Listed,0,0
Dendroica subita,Dendroica subita,PASSERIFORMES,Parulidae,7.6,1.089176931,7.429077367,Setophaga subita,0,Dendroica subita,Not Listed,0,0
Dendroica tigrina,Dendroica tigrina,PASSERIFORMES,Parulidae,10.04,1,7.258253417,Setophaga tigrina,0,Dendroica tigrina,Not Listed,0,0
Dendroica townsendi,Dendroica townsendi,PASSERIFORMES,Parulidae,8.84,1.000136911,10.7,Setophaga townsendi,0,Dendroica townsendi,Not Listed,0,0
Dendroica virens,Dendroica virens,PASSERIFORMES,Parulidae,8.69,1,7.934058398,Setophaga virens,0,Dendroica virens,Not Listed,0,0
Dendroica vitellina,Dendroica vitellina,PASSERIFORMES,Parulidae,6.7,1.104414043,7.49495354,Setophaga vitellina,0,Dendroica vitellina,Not Listed,0,0
Dendronanthus indicus,Dendronanthus indicus,PASSERIFORMES,Motacillidae,16.4,0.997910573,7.879858322,Dendronanthus indicus,1,Dendronanthus indicus,Not Listed,0,0
Dendropicos abyssinicus,Dendropicos abyssinicus,PICIFORMES,Picidae,24.45,1.147075983,8.303837497,Dendropicos abyssinicus,0,Dendropicos abyssinicus,Not Listed,0,0
Dendropicos elachus,Dendropicos elachus,PICIFORMES,Picidae,18.4,1.042297154,7.980506652,Dendropicos elachus,0,Dendropicos elachus,Not Listed,0,0
Dendropicos fuscescens,Dendropicos fuscescens,PICIFORMES,Picidae,26,1.275778876,8.578992352,Dendropicos fuscescens,0,Dendropicos fuscescens,Not Listed,0,0
Dendropicos gabonensis,Dendropicos gabonensis,PICIFORMES,Picidae,25.92,1.160059098,8.198354053,Dendropicos gabonensis,0,Dendropicos gabonensis,Not Listed,0,0
Dendropicos lugubris,Dendropicos lugubris,PICIFORMES,Picidae,39.02,1.255238711,9.019722363,Dendropicos lugubris,0,Dendropicos lugubris,Not Listed,0,0
Dendropicos poecilolaemus,Dendropicos poecilolaemus,PICIFORMES,Picidae,28.1,1.178259227,8.409531111,Dendropicos poecilolaemus,0,Dendropicos poecilolaemus,Not Listed,0,0
Dendropicos spodocephalus,Dendropicos spodocephalus,PICIFORMES,Picidae,47.28,1.250260803,9.298266179,Dendropicos spodocephalus,0,Dendropicos spodocephalus,Not Listed,0,0
Dendropicos stierlingi,Dendropicos stierlingi,PICIFORMES,Picidae,28,1.345645851,9.128519198,Dendropicos stierlingi,0,Dendropicos stierlingi,Not Listed,0,0
Dendroplex kienerii,Dendroplex kienerii,PASSERIFORMES,Furnariidae,45,1.238405279,9.195062613,Dendroplex kienerii,0,Dendroplex kienerii,Not Listed,0,0
Dendroplex picus,Dendroplex picus,PASSERIFORMES,Furnariidae,41.34,1.452986753,9.523192634,Dendroplex picus,0,Dendroplex picus,Not Listed,0,0
Dendrortyx barbatus,Dendrortyx barbatus,GALLIFORMES,Odontophoridae,432,2.014859278,16.08294466,Dendrortyx barbatus,1,Dendrortyx barbatus,Not Listed,0,0
Dendrortyx leucophrys,Dendrortyx leucophrys,GALLIFORMES,Odontophoridae,367.39,1.710103079,15.47459728,Dendrortyx leucophrys,1,Dendrortyx leucophrys,Not Listed,0,0
Dendrortyx macroura,Dendrortyx macroura,GALLIFORMES,Odontophoridae,430.99,1.834409777,16.63453403,Dendrortyx macroura,1,Dendrortyx macroura,Not Listed,0,0
Deroptyus accipitrinus,Deroptyus accipitrinus,PSITTACIFORMES,Psittacidae,246,1.844902757,21.8,Deroptyus accipitrinus,1,Deroptyus accipitrinus,Listed,1,1
Dicaeum aeneum,Dicaeum aeneum,PASSERIFORMES,Dicaeidae,9.24,0.925416479,5.357039477,Dicaeum aeneum,0,Dicaeum aeneum,Not Listed,0,0
Dicaeum annae,Dicaeum annae,PASSERIFORMES,Dicaeidae,10,1.046897394,5.955707301,Dicaeum annae,0,Dicaeum annae,Not Listed,0,0
Dicaeum aureolimbatum,Dicaeum aureolimbatum,PASSERIFORMES,Dicaeidae,8.1,1.005223614,5.629594836,Dicaeum aureolimbatum,0,Dicaeum aureolimbatum,Not Listed,0,0
Dicaeum australe,Dicaeum australe,PASSERIFORMES,Dicaeidae,8.7,1.019166601,5.850452158,Dicaeum australe,0,Dicaeum australe,Not Listed,0,0
Dicaeum bicolor,Dicaeum bicolor,PASSERIFORMES,Dicaeidae,9.1,1.028036385,5.899607539,Dicaeum bicolor,0,Dicaeum bicolor,Not Listed,0,0
Dicaeum celebicum,Dicaeum celebicum,PASSERIFORMES,Dicaeidae,6.5,0.941697386,5.455677116,Dicaeum celebicum,0,Dicaeum celebicum,Not Listed,0,0
Dicaeum chrysorrheum,Dicaeum chrysorrheum,PASSERIFORMES,Dicaeidae,9,1.043675846,6.189374113,Dicaeum chrysorrheum,1,Dicaeum chrysorrheum,Not Listed,0,0
Dicaeum cruentatum,Dicaeum cruentatum,PASSERIFORMES,Dicaeidae,5.6,0.914454275,5.596155258,Dicaeum cruentatum,1,Dicaeum cruentatum,Not Listed,0,0
Dicaeum erythrorhynchos,Dicaeum erythrorhynchos,PASSERIFORMES,Dicaeidae,6.3,1.011275127,6.117227654,Dicaeum erythrorhynchos,0,Dicaeum erythrorhynchos,Not Listed,0,0
Dicaeum everetti,Dicaeum everetti,PASSERIFORMES,Dicaeidae,8.46,0.909816458,5.201353143,Dicaeum everetti,0,Dicaeum everetti,Not Listed,0,0
Dicaeum eximium,Dicaeum eximium,PASSERIFORMES,Dicaeidae,7.9,1.000390567,5.645480936,Dicaeum eximium,0,Dicaeum eximium,Not Listed,0,0
Dicaeum geelvinkianum,Dicaeum geelvinkianum,PASSERIFORMES,Dicaeidae,6.8,0.96102014,5.422508752,Dicaeum geelvinkianum,0,Dicaeum geelvinkianum,Not Listed,0,0
Dicaeum haematostictum,Dicaeum haematostictum,PASSERIFORMES,Dicaeidae,8.8,1.135627546,6.282796303,Dicaeum haematostictum,0,Dicaeum haematostictum,Not Listed,0,0
Dicaeum hypoleucum,Dicaeum hypoleucum,PASSERIFORMES,Dicaeidae,8,1.002819283,5.757954265,Dicaeum hypoleucum,0,Dicaeum hypoleucum,Not Listed,0,0
Dicaeum igniferum,Dicaeum igniferum,PASSERIFORMES,Dicaeidae,8.46,1.013685488,5.77006838,Dicaeum igniferum,1,Dicaeum igniferum,Not Listed,0,0
Dicaeum maugei,Dicaeum maugei,PASSERIFORMES,Dicaeidae,8.46,1.071736923,6.216850742,Dicaeum maugei,0,Dicaeum maugei,Not Listed,0,0
Dicaeum melanoxanthum,Dicaeum melanoxanthum,PASSERIFORMES,Dicaeidae,8.46,0.983814737,5.434107733,COME BACK,0,Dicaeum melanoxanthum,Not Listed,0,0
Dicaeum monticolum,Dicaeum monticolum,PASSERIFORMES,Dicaeidae,8.46,1.013685488,5.679908267,Dicaeum monticolum,0,Dicaeum monticolum,Not Listed,0,0
Dicaeum nehrkorni,Dicaeum nehrkorni,PASSERIFORMES,Dicaeidae,8.46,1.013685488,5.670764697,Dicaeum nehrkorni,0,Dicaeum nehrkorni,Not Listed,0,0
Dicaeum nigrilore,Dicaeum nigrilore,PASSERIFORMES,Dicaeidae,11,1.06630987,6.04733725,Dicaeum nigrilore,0,Dicaeum nigrilore,Not Listed,0,0
Dicaeum nitidum,Dicaeum nitidum,PASSERIFORMES,Dicaeidae,8.46,1.013685488,5.810402534,Dicaeum nitidum,0,Dicaeum nitidum,Not Listed,0,0
Dicaeum pectorale,Dicaeum pectorale,PASSERIFORMES,Dicaeidae,7.6,0.992952407,5.560599504,Dicaeum pectorale,0,Dicaeum pectorale,Not Listed,0,0
Dicaeum proprium,Dicaeum proprium,PASSERIFORMES,Dicaeidae,10.2,1.050901429,5.960462029,Dicaeum proprium,0,Dicaeum proprium,Not Listed,0,0
Dicaeum pygmaeum,Dicaeum pygmaeum,PASSERIFORMES,Dicaeidae,5,0.915955253,5.26714854,Dicaeum pygmaeum,0,Dicaeum pygmaeum,Not Listed,0,0
Dicaeum quadricolor,Dicaeum quadricolor,PASSERIFORMES,Dicaeidae,8.46,1.013685488,5.788471047,Dicaeum quadricolor,0,Dicaeum quadricolor,Not Listed,0,0
Dicaeum retrocinctum,Dicaeum retrocinctum,PASSERIFORMES,Dicaeidae,6.5,0.963472304,5.550712045,Dicaeum retrocinctum,0,Dicaeum retrocinctum,Not Listed,0,0
Dicaeum trigonostigma,Dicaeum trigonostigma,PASSERIFORMES,Dicaeidae,7.1,0.996047777,5.780542657,Dicaeum trigonostigma,1,Dicaeum trigonostigma,Not Listed,0,0
Dicaeum tristrami,Dicaeum tristrami,PASSERIFORMES,Dicaeidae,11.7,1.079066916,6.165382213,Dicaeum tristrami,0,Dicaeum tristrami,Not Listed,0,0
Dicaeum trochileum,Dicaeum trochileum,PASSERIFORMES,Dicaeidae,8.46,0.909816458,5.223262572,Dicaeum trochileum,0,Dicaeum trochileum,Not Listed,0,0
Dicaeum vincens,Dicaeum vincens,PASSERIFORMES,Dicaeidae,8.46,1.071736923,6.160322869,Dicaeum vincens,0,Dicaeum vincens,Not Listed,0,0
Dicaeum vulneratum,Dicaeum vulneratum,PASSERIFORMES,Dicaeidae,8.94,1.024526986,5.751541446,Dicaeum vulneratum,0,Dicaeum vulneratum,Not Listed,0,0
Dichrozona cincta,Dichrozona cincta,PASSERIFORMES,Thamnophilidae,16,1.057040653,7.583759004,Dichrozona cincta,0,Dichrozona cincta,Not Listed,0,0
Dicrurus adsimilis,Dicrurus adsimilis,PASSERIFORMES,Dicruridae,40.3,1.390805128,7.064793632,Dicrurus adsimilis,1,Dicrurus adsimilis,Not Listed,0,0
Dicrurus aeneus,Dicrurus aeneus,PASSERIFORMES,Dicruridae,26,1.227325237,6.593542457,Dicrurus aeneus,1,Dicrurus aeneus,Not Listed,0,0
Dicrurus aldabranus,Dicrurus aldabranus,PASSERIFORMES,Dicruridae,48.43,1.44207174,7.459368212,Dicrurus aldabranus,0,Dicrurus aldabranus,Not Listed,0,0
Dicrurus andamanensis,Dicrurus andamanensis,PASSERIFORMES,Dicruridae,50.48,1.453896209,7.602652617,Dicrurus andamanensis,0,Dicrurus andamanensis,Not Listed,0,0
Dicrurus annectans,Dicrurus annectans,PASSERIFORMES,Dicruridae,44,1.309631119,7.288741794,Dicrurus annectens,0,Dicrurus annectans,Not Listed,0,0
Dicrurus atripennis,Dicrurus atripennis,PASSERIFORMES,Dicruridae,38.9,1.435679052,7.144938375,Dicrurus atripennis,1,Dicrurus atripennis,Not Listed,0,0
Dicrurus balicassius,Dicrurus balicassius,PASSERIFORMES,Dicruridae,72.29,1.41367202,7.164528247,Dicrurus balicassius,0,Dicrurus balicassius,Not Listed,0,0
Dicrurus bracteatus,Dicrurus bracteatus,PASSERIFORMES,Dicruridae,85.53,1.492826621,8.136772307,Dicrurus bracteatus,1,Dicrurus bracteatus,Not Listed,0,0
Dicrurus caerulescens,Dicrurus caerulescens,PASSERIFORMES,Dicruridae,40,1.388759631,7.492919871,Dicrurus caerulescens,1,Dicrurus caerulescens,Not Listed,0,0
Dicrurus densus,Dicrurus densus,PASSERIFORMES,Dicruridae,50.48,1.319120013,7.916666667,Dicrurus densus,0,Dicrurus densus,Not Listed,0,0
Dicrurus forficatus,Dicrurus forficatus,PASSERIFORMES,Dicruridae,47.1,1.379713697,7.504627084,Dicrurus forficatus,1,Dicrurus forficatus,Not Listed,0,0
Dicrurus fuscipennis,Dicrurus fuscipennis,PASSERIFORMES,Dicruridae,50.48,1.319120013,6.64664597,Dicrurus fuscipennis,0,Dicrurus fuscipennis,Not Listed,0,0
Dicrurus leucophaeus,Dicrurus leucophaeus,PASSERIFORMES,Dicruridae,37.6,1.269703793,7.166538672,Dicrurus leucophaeus,1,Dicrurus leucophaeus,Not Listed,0,0
Dicrurus ludwigii,Dicrurus ludwigii,PASSERIFORMES,Dicruridae,29.4,1.307039849,6.563185781,Dicrurus ludwigii,1,Dicrurus ludwigii,Not Listed,0,0
Dicrurus macrocercus,Dicrurus macrocercus,PASSERIFORMES,Dicruridae,48.3,1.308622385,8.209886576,Dicrurus macrocercus,1,Dicrurus macrocercus,Not Listed,0,0
Dicrurus megarhynchus,Dicrurus megarhynchus,PASSERIFORMES,Dicruridae,130,1.58299402,7.788872154,Dicrurus megarhynchus,0,Dicrurus megarhynchus,Not Listed,0,0
Dicrurus montanus,Dicrurus montanus,PASSERIFORMES,Dicruridae,61,1.368144943,6.711161132,Dicrurus montanus,0,Dicrurus montanus,Not Listed,0,0
Dicrurus remifer,Dicrurus remifer,PASSERIFORMES,Dicruridae,43.1,1.355803605,7.363867115,Dicrurus remifer,1,Dicrurus remifer,Not Listed,0,0
Dicrurus sumatranus,Dicrurus sumatranus,PASSERIFORMES,Dicruridae,50.48,1.319120013,7.916666667,Dicrurus sumatranus,0,Dicrurus sumatranus,Not Listed,0,0
Dicrurus waldenii,Dicrurus waldenii,PASSERIFORMES,Dicruridae,50.48,1.319120013,6.664189954,Dicrurus waldenii,1,Dicrurus waldenii,Not Listed,0,0
Didunculus strigirostris,Didunculus strigirostris,COLUMBIFORMES,Columbidae,400,1.754185948,15.7189445,Didunculus strigirostris,1,Didunculus strigirostris,Not Listed,0,0
Diglossa albilatera,Diglossa albilatera,PASSERIFORMES,Thraupidae,9.84,1.074385758,7.800398695,Diglossa albilatera,0,Diglossa albilatera,Not Listed,0,0
Diglossa baritula,Diglossa baritula,PASSERIFORMES,Thraupidae,9.2,1.060247107,8.169286139,Diglossa baritula,0,Diglossa baritula,Not Listed,0,0
Diglossa brunneiventris,Diglossa brunneiventris,PASSERIFORMES,Thraupidae,12,0.973236814,7.863532656,Diglossa brunneiventris,0,Diglossa brunneiventris,Not Listed,0,0
Diglossa caerulescens,Diglossa caerulescens,PASSERIFORMES,Thraupidae,14.44,1.036342249,7.403099906,Diglossa caerulescens,0,Diglossa caerulescens,Not Listed,0,0
Diglossa carbonaria,Diglossa carbonaria,PASSERIFORMES,Thraupidae,11,0.957048592,7.843503588,Diglossa carbonaria,0,Diglossa carbonaria,Not Listed,0,0
Diglossa cyanea,Diglossa cyanea,PASSERIFORMES,Thraupidae,17.04,1.069951033,7.629477643,Diglossa cyanea,1,Diglossa cyanea,Not Listed,0,0
Diglossa duidae,Diglossa duidae,PASSERIFORMES,Thraupidae,14.83,1.013784702,8.004460624,Diglossa duidae,0,Diglossa duidae,Not Listed,0,0
Diglossa glauca,Diglossa glauca,PASSERIFORMES,Thraupidae,12,0.973236814,7.80167476,Diglossa glauca,0,Diglossa glauca,Not Listed,0,0
Diglossa gloriosa,Diglossa gloriosa,PASSERIFORMES,Thraupidae,11,0.957048592,7.672135507,Diglossa gloriosa,0,Diglossa gloriosa,Not Listed,0,0
Diglossa gloriosissima,Diglossa gloriosissima,PASSERIFORMES,Thraupidae,14,1.117051947,8.699805274,Diglossa gloriosissima,0,Diglossa gloriosissima,Not Listed,0,0
Diglossa humeralis,Diglossa humeralis,PASSERIFORMES,Thraupidae,13.14,1.137366799,8.259446303,Diglossa humeralis,1,Diglossa humeralis,Not Listed,0,0
Diglossa indigotica,Diglossa indigotica,PASSERIFORMES,Thraupidae,13.7,0.998413494,7.894142232,Diglossa indigotica,1,Diglossa indigotica,Not Listed,0,0
